5-66194,http://tshop.r10s.jp/auc-koitoya/cabinet/products/r01/r011/r011-16.jpg?fitin=700:700,304.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,【純毛極太】　梳毛糸　＜チャコール霜降り＞,ウール100％の梳毛糸です☆,"ウール100％の梳毛糸です。<br>
お色は定番、チャコール（濃ネズ霜降り）です。<br>
<br>
太さは3本撚り、100ｇ約135ｍです。<br>
（細め極太です）。<br>
<br>
100g380円の特価です。<br>
追加可能です。<br>
同梱可能です。<br>
発送方法;定形外郵便又は宅配便。<br>
【100g】380円<br>
<br>
※コーン巻の画像は100gの分量ではありませんので、お間違えのないようご注意くださいませ。<br><br>
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/meyasu.jpg"" width=700 border=""0"" alt=""標準使用量の目安""><br>
<br>
<br>
<br>

<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/campaign/asaito.gif"" border=""0"" alt=""麻100%の色糸が大好評です！""><br>
<font color=""blue"">↑↑↑超極太も仲間入りしました！</font><br><br>

<!--
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/campaign/sale.gif
"" border=""0"" alt=""20～50％ＯＦＦ！！"">
<br>
<br>
-->

<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/alpaca.jpg"" border=""0"" alt=""アルパカ（ウール）100％　100g600円"">　　　　　
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/kase1000.jpg"" border=""0"" alt=""【1カセ（250g）】1,000円"">



<br>
<br>
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/medama_e.jpg"" border=""0"" alt=""ほりだし物！"">",【純毛極太】　梳毛糸　＜チャコール霜降り＞：編み糸・織り糸の「小糸屋」,【純毛極太】　梳毛糸　＜チャコール霜降り＞,ウール100％の梳毛糸です☆。【純毛極太】　梳毛糸　＜チャコール霜降り＞[rn]
5-66195,http://tshop.r10s.jp/auc-koitoya/cabinet/products/r04/r041/r041-106.jpg?fitin=700:700,1440.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,【シルク】　特絹糸　60/2　＜さらし色＞,【極々細】のシルク！,"素材はシルク100％です。<br>
お色は白色です。<br>
シルク独特の光沢があります。<br>
<br>
太さは;60/2；100g約5000mです。<br>
細いです【極々細】。<br>
<br>
織りの経糸にも使用していただけます。<br>
ニットはもちろんお使いいただけます。<br>
細いようでしたら2本、3本と合わせてお使いください。<br>
軽くて夏：涼しく、冬は暖かいです。<br>
<br>
100g1800円のご奉仕価格です。<br>
追加可能です。<br>
同梱可能です。<br>
発送方法;定形外郵便又は宅配便。<br>
<br>
【100g】1,800円<br>
<br>
<br>
※コーン巻の画像は100gの分量ではありませんので、お間違えのないようご注意くださいませ。<br>
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/meyasu.jpg"" width=700 border=""0"" alt=""標準使用量の目安""><br>
<br>
<br>
<br>

<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/campaign/asaito.gif"" border=""0"" alt=""麻100%の色糸が大好評です！""><br>
<font color=""blue"">↑↑↑超極太も仲間入りしました！</font><br><br>

<!--
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/campaign/sale.gif
"" border=""0"" alt=""20～50％ＯＦＦ！！"">
<br>
<br>
-->

<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/alpaca.jpg"" border=""0"" alt=""アルパカ（ウール）100％　100g600円"">　　　　　
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/kase1000.jpg"" border=""0"" alt=""【1カセ（250g）】1,000円"">



<br>
<br>
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/medama_e.jpg"" border=""0"" alt=""ほりだし物！"">",【シルク】　特絹糸　60/2　＜さらし色＞：編み糸・織り糸の「小糸屋」,【シルク】　特絹糸　60/2　＜さらし色＞,【極々細】のシルク！。【シルク】　特絹糸　60/2　＜さらし色＞[rn]
5-66196,http://tshop.r10s.jp/auc-koitoya/cabinet/products/r05/r051/r051-152.jpg?fitin=700:700,296.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,【綿糸】　杢糸　40/2　全7色　＜青杢（もく）＞,シックで落ち着きのある杢糸♪,"綿１００％です。<br>
お色は青と黒の杢糸です。<br>
杢糸とは色糸と黒の交撚糸のことです。<br>
杢糸はシックで落ち着きのある糸です。<br>
青と黒の杢糸ですから一見紺青色に見えます。<br>
ごく普通の綿糸です。<br>
裂き織等織糸の経糸にも使用できます。<br>
緯糸、ニットにもお使いいただけます。<br>
<br>
太さは;40/2：100ｇ約3300ｍです。<br>
（20/1と同じ、細めです）<br>
<br>
100g370円のご奉仕価格です。<br>
追加可能です。<br>
同梱可能です。<br>
発送方法;定形外郵便又は宅配便。<br>
【100g】370円<br>
<br>
※コーン巻の画像は100gの分量ではありませんので、お間違えのないようご注意くださいませ。<br>

<br><br>
☆他の色もあります☆<br>
赤杢（もく）<br>
青杢（もく）<br>
緑杢（もく）<br>
<br>
マセンダ杢（もく）<br>
ピンク杢（もく）<br>金茶杢（もく）<br>白黒杢（もく）<br>
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/meyasu.jpg"" width=700 border=""0"" alt=""標準使用量の目安""><br>
<br>
<br>
<br>

<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/campaign/asaito.gif"" border=""0"" alt=""麻100%の色糸が大好評です！""><br>
<font color=""blue"">↑↑↑超極太も仲間入りしました！</font><br><br>

<!--
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/campaign/sale.gif
"" border=""0"" alt=""20～50％ＯＦＦ！！"">
<br>
<br>
-->

<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/alpaca.jpg"" border=""0"" alt=""アルパカ（ウール）100％　100g600円"">　　　　　
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/kase1000.jpg"" border=""0"" alt=""【1カセ（250g）】1,000円"">



<br>
<br>
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/medama_e.jpg"" border=""0"" alt=""ほりだし物！"">",【綿糸】　杢糸　40/2　全7色　＜青杢（もく）＞：編み糸・織り糸の「小糸屋」,【綿糸】　杢糸　40/2　全7色　＜青杢（もく）＞,シックで落ち着きのある杢糸♪。【綿糸】　杢糸　40/2　全7色　＜青杢（もく）＞[rn]
5-66197,http://tshop.r10s.jp/auc-koitoya/cabinet/products/r05/r051/r051-148.jpg?fitin=700:700,320.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,【綿糸】　40/6　追加3色　＜ぴんく色＞,追加で3色仲間入り♪　全14色になりました！,"綿１００％です。<br>
お色はきれいなローズピンクです。<br>
光沢もあり発色がいいです。<br>
ごく普通の綿糸です。<br>
裂き織等織糸の経糸に最適です。<br>
緯糸、ニットにもお使いいただけます。<br>
<br>
太さは;40/6（20/3）：100ｇ約1100ｍです。<br>
（20/2よりわずかに太いです）<br>
直径1ｍｍ弱です。<br>
使いやすい太さです。<br>
綿の清涼感をお楽しみください。<br>
<br>
100g400円のご奉仕価格です。<br>
追加可能です。<br>
同梱可能です。<br>
発送方法;定形外郵便又は宅配便。<br>
【100g】400円<br>
<br>
※コーン巻の画像は100gの分量ではありませんので、お間違えのないようご注意くださいませ。<br>

<br><br>
☆他の色もあります：追加3色☆<br>
ぴんく色　
藍色　
青緑色<br>　

<br>
☆他の色もあります：既存11色☆<br>
海老茶色　
赤色　
バイオレット　
オレンジ<br>
琥珀色　
桜色　
黒色<br>
藍色　
松葉色　
灰色　
白生成り色<br>
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/meyasu.jpg"" width=700 border=""0"" alt=""標準使用量の目安""><br>
<br>
<br>
<br>

<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/campaign/asaito.gif"" border=""0"" alt=""麻100%の色糸が大好評です！""><br>
<font color=""blue"">↑↑↑超極太も仲間入りしました！</font><br><br>

<!--
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/campaign/sale.gif
"" border=""0"" alt=""20～50％ＯＦＦ！！"">
<br>
<br>
-->

<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/alpaca.jpg"" border=""0"" alt=""アルパカ（ウール）100％　100g600円"">　　　　　
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/kase1000.jpg"" border=""0"" alt=""【1カセ（250g）】1,000円"">



<br>
<br>
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/medama_e.jpg"" border=""0"" alt=""ほりだし物！"">",【綿糸】　40/6　追加3色　＜ぴんく色＞：編み糸・織り糸の「小糸屋」,【綿糸】　40/6　追加3色　＜ぴんく色＞,追加で3色仲間入り♪　全14色になりました！。【綿糸】　40/6　追加3色　＜ぴんく色＞[rn]
5-66198,http://tshop.r10s.jp/auc-koitoya/cabinet/products/r08/r081/r081-45.jpg?fitin=700:700,400.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,【ループ】　ソフトブークレー　全８色　＜ベージュ＞,細めソフトブークレー☆,"ウールの細めソフトブークレーです。<br>
ウール75％ナイロン25％です。<br>
チクチク感、ザラザラ感はありません。<br>
肌触りの良い糸です。<br>
ニット、機械編みに最適です。<br>
織り用緯糸にお使いください。<br>
<br>
太さは100ｇ約1500ｍぐらいです。<br>
糸の直径は約1ｍｍ～1.5ｍｍぐらいです。<br>
お色は落ち着きのある明るいもくらん色です。<br>
<br>
100ｇ500円のご奉仕価格です。<br>
追加可能です。<br>
発送方法；定形外郵便又は宅配便。<br>
同梱可能です。<br>
【100g】500円<br>
<br>
☆他の色もあります☆<br>
赤色　ピンク<br>
ベージュ　ベビーピンク　ホワイト<br>
ロイヤルブルー　松葉色　グレープ<br>
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/meyasu.jpg"" width=700 border=""0"" alt=""標準使用量の目安""><br>
<br>
<br>
<br>

<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/campaign/asaito.gif"" border=""0"" alt=""麻100%の色糸が大好評です！""><br>
<font color=""blue"">↑↑↑超極太も仲間入りしました！</font><br><br>

<!--
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/campaign/sale.gif
"" border=""0"" alt=""20～50％ＯＦＦ！！"">
<br>
<br>
-->

<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/alpaca.jpg"" border=""0"" alt=""アルパカ（ウール）100％　100g600円"">　　　　　
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/kase1000.jpg"" border=""0"" alt=""【1カセ（250g）】1,000円"">



<br>
<br>
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/medama_e.jpg"" border=""0"" alt=""ほりだし物！"">",【ループ】　ソフトブークレー　全８色　＜ベージュ＞：編み糸・織り糸の「小糸屋」,【ループ】　ソフトブークレー　全８色　＜ベージュ＞,細めソフトブークレー☆。【ループ】　ソフトブークレー　全８色　＜ベージュ＞[rn]
5-66199,http://tshop.r10s.jp/auc-koitoya/cabinet/products/r10/r101/r101-98.jpg?fitin=700:700,480.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,【モヘア】　生成り　絣　ＮＯ6,並太タイプです。,"ウール55％アクリル40％ナイロン5％です。<br>
お色は白生成り色のモヘアと絣ループの交撚糸です。<br>
チクチク感はありません。<br>
<br>
太さ1/2.3（約100g230m）です。<br>
並太タイプです。<br>
柔らかくぬるみ感があります。<br>
<br>
100g600円のご奉仕価格です。<br>
合わせ糸として使用されても適します。<br>
<br>
追加可能です。<br>
同梱可能です。<br>
発送方法;定形外郵便又は宅配便。<br>
【100g】600円<br>
<br>
※画像は100gの分量ではありませんので、お間違えのないようご注意くださいませ。<br>
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/meyasu.jpg"" width=700 border=""0"" alt=""標準使用量の目安""><br>
<br>
<br>
<br>

<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/campaign/asaito.gif"" border=""0"" alt=""麻100%の色糸が大好評です！""><br>
<font color=""blue"">↑↑↑超極太も仲間入りしました！</font><br><br>

<!--
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/campaign/sale.gif
"" border=""0"" alt=""20～50％ＯＦＦ！！"">
<br>
<br>
-->

<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/alpaca.jpg"" border=""0"" alt=""アルパカ（ウール）100％　100g600円"">　　　　　
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/kase1000.jpg"" border=""0"" alt=""【1カセ（250g）】1,000円"">



<br>
<br>
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/medama_e.jpg"" border=""0"" alt=""ほりだし物！"">",【モヘア】　生成り　絣　ＮＯ6：編み糸・織り糸の「小糸屋」,【モヘア】　生成り　絣　ＮＯ6,並太タイプです。。【モヘア】　生成り　絣　ＮＯ6[rn]
5-66200,http://tshop.r10s.jp/auc-koitoya/cabinet/products/r07/r071/r071-150.jpg?fitin=700:700,560.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,【麻糸】　ラミー　極太タイプ２　全12色　＜鳩羽色＞,落ち着いた色合いが素敵です☆,"ラミー麻１００％です。<br>
お色は落ち着きのあるきれいな紫系です。<br>
チクチク感、ざらざら感はありません。<br>
なめらかな糸です。<br>
<br>
太さは;100ｇ120ｍ、極太タイプです。<br>
直径約2ｍｍです。<br>
使いやすい太さです。<br>
バッグ、タペストリー用、小物作りに最適です。<br>
麻の清涼感をお楽しみください。<br>
<br>
100g700円のご奉仕価格です。<br>
追加可能です。<br>
同梱可能です。<br>
発送方法;定形外郵便又は宅配便。。<br>
【100g】700円<br>
<br>
☆他の色もあります☆<br>
黒<br>
濃藍<br>
ひわ茶<br>
鳩羽色<br>
ピンク<br>
マセンダ<br>
真紅<br>
あいみる茶<br>
お召茶<br>
ベージュ<br>
白生成り<br>
藍<br>
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/meyasu.jpg"" width=700 border=""0"" alt=""標準使用量の目安""><br>
<br>
<br>
<br>

<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/campaign/asaito.gif"" border=""0"" alt=""麻100%の色糸が大好評です！""><br>
<font color=""blue"">↑↑↑超極太も仲間入りしました！</font><br><br>

<!--
<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/campaign/sale.gif
"" border=""0"" alt=""20～50％ＯＦＦ！！"">
<br>
<br>
-->

<img src=""http://image.rakuten.co.jp/auc-koitoya/cabinet/image/alpaca.jpg"" border=""0"" alt=""アルパカ（ウール）100％　100g600円"">　　　　　
